10,1521216278018,0.10445133641655885E0,0.1313393067793974E0,53
10,1521216260812,0.9114200695647227E-1,0.1378481767072037E0,53
10,1521216262836,0.10605814106141631E0,0.12832168093039625E0,53
10,1521216265369,0.9214144528068607E-1,0.13808536608056532E0,53
10,1521216254730,0.11684599905883748E0,0.1254818481396511E0,53
10,1521216271433,0.10585342044335613E0,0.13126620717995724E0,53
10,1521216282076,0.11071445830295151E0,0.1280017966431521E0,53
10,1521216089841,0.9617022499583208E-1,0.13413220853692884E0,53
10,1521216090350,0.11269386702092765E0,0.12487105180833821E0,53
10,1521216093374,0.9189620246645197E-1,0.13975522272696522E0,53
10,1521216093880,0.7882594108010012E-1,0.14278439945261442E0,53
10,1521216062040,0.1007944460167175E0,0.134132432660721E0,53
10,1521216084797,0.11089547427644521E0,0.12627807731713184E0,53
10,1521216085809,0.897510813751752E-1,0.13635921033156456E0,53
10,1521216087322,0.11369270124606093E0,0.12331627649362406E0,53
10,1521216083272,0.10448195061435442E0,0.1303394735645339E0,53
10,1521216206694,0.1107032406118948E0,0.12744798050644077E0,53
10,1521216226408,0.1230650503633394E0,0.11928772407825214E0,53
10,1521216211753,0.10385632864867587E0,0.13143002792486086E0,53
10,1521216223888,0.10332589045633017E0,0.12688819648356722E0,53
10,1521216230975,0.12382237531030515E0,0.11634504747421776E0,53
10,1521216357405,0.9741013598730668E-1,0.13595717945853558E0,53
10,1521216336691,0.8999466306805813E-1,0.1388035794772384E0,53
10,1521216341749,0.10298059700779112E0,0.13164262433701074E0,53
10,1521216394749,0.77184247204337E-1,0.14443544160614885E0,53
10,1521216429131,0.9915696155445584E-1,0.13208250894334964E0,53
10,1521216436214,0.10332509945323093E0,0.1277776725654284E0,53
10,1521216459480,0.9209007485355461E-1,0.13519005821848198E0,53
10,1521216444316,0.9281412132813704E-1,0.13757838878866196E0,53
10,1521216445327,0.10402371174739106E0,0.13183929366894623E0,53
10,1521216471133,0.10567489344641498E0,0.12728662245479677E0,53
10,1521216471645,0.9654202572051779E-1,0.1367491119517217E0,53
10,1521216456443,0.1093527519932939E0,0.12873840284792396E0,53
10,1521216440271,0.10758292955501932E0,0.12986658433063308E0,53
10,1521216514606,0.7668095463050942E-1,0.14562378030945203E0,53
10,1521216474161,0.10301444051977703E0,0.13187934073795296E0,53
10,1521216476686,0.10497801648045064E0,0.13257220430744943E0,53
10,1521216490342,0.11947331225061517E0,0.12011678345138617E0,53
10,1521216509551,0.9143944066109413E-1,0.13847691395694534E0,53
10,1521216498430,0.9925317558314056E-1,0.134365783706915E0,53
10,1521216550518,0.11564597676255504E0,0.12251620648166027E0,53
10,1521216556098,0.8852480415015973E-1,0.1380347788054816E0,53
10,1521216573835,0.11958263656066424E0,0.12320053617728191E0,53
10,1521216590512,0.11539713576785021E0,0.1258371134496053E0,53
10,1521216580914,0.11099063585511985E0,0.12257060947085113E0,53
10,1521216570292,0.11612115070277411E0,0.12353382251096844E0,53
10,1521216608740,0.11377999113066188E0,0.1274671825038475E0,53
10,1521216636067,0.895394028810209E-1,0.13958586624769034E0,53
10,1521216013997,0.10411653176344812E0,0.12823732262489543E0,53
10,1521216014503,0.8870359765789954E-1,0.1367275360199788E0,53
10,1521216040806,0.8141695879584544E-1,0.14426533776825878E0,53
10,1521216056478,0.10187017688658827E0,0.12881829427255048E0,53
10,1521216037260,0.974474956938439E-1,0.1358298038159475E0,53
10,1521216047900,0.8251337929170365E-1,0.14282147559327577E0,53
10,1521216172814,0.11867765766494698E0,0.12166119793027477E0,53
10,1521216159666,0.12639175273717715E0,0.1180547256294495E0,53
10,1521216315435,0.10465344557490616E0,0.13152361521514475E0,53
10,1521216317962,0.1191724381853864E0,0.12293039013526785E0,53
10,1521216286123,0.10593747149595445E0,0.1298430308129659E0,53
10,1521216194038,0.8685870917259939E-1,0.14094581869261968E0,53
10,1521216194544,0.9993737287326591E-1,0.1327128283174515E0,53
10,1521216200112,0.12339831850709386E0,0.11688608296214659E0,53
10,1521216197079,0.9444058906512087E-1,0.13545800923344326E0,53
10,1521216179882,0.12319514716697394E0,0.12053361179191707E0,53
10,1521216283597,0.12224391550779537E0,0.11994476550318289E0,53
10,1521216292195,0.10027960102384688E0,0.13365381330096338E0,53
10,1521216294209,0.7812077631803702E-1,0.1447900764399062E0,53
10,1521216280550,0.11829916036090388E0,0.12204407973027522E0,53
10,1521216262325,0.11404283181178779E0,0.12322248298392037E0,53
10,1521216264354,0.838699710508357E-1,0.1413929292603418E0,53
10,1521216258278,0.10341098903603928E0,0.13176664688377762E0,53
10,1521216454419,0.8201339677166723E-1,0.1429421540920842E0,53
10,1521216462530,0.11923165049017352E0,0.12285670838361026E0,53
10,1521216448349,0.10209422472207638E0,0.13194993514933764E0,53
10,1521216449361,0.11219481997730457E0,0.12595933821727828E0,53
10,1521216451391,0.9145881028248794E-1,0.13819204953382716E0,53
10,1521216470124,0.9319869396356904E-1,0.13484124548205104E0,53
10,1521216437227,0.9527335805220699E-1,0.13581505689756396E0,53
10,1521216492870,0.9657639086932861E-1,0.13241745213912806E0,53
10,1521216485289,0.10401359387155323E0,0.1328377971138188E0,53
10,1521216482259,0.10317140381433887E0,0.13288738645821732E0,53
10,1521216566758,0.10999200218600555E0,0.12454331886984257E0,53
10,1521216568271,0.10598311418019846E0,0.1281093599892627E0,53
10,1521216544449,0.10511451634772896E0,0.1301416154572903E0,53
10,1521216547485,0.8612565294631253E-1,0.13978487238090945E0,53
