beaconid, time, lng, lat
b2,2022-02-15T06:51:39.276Z,-0.2827297704128061,0.06707402490219296,183
b2,2022-02-15T06:51:39.780Z,-0.28315848786170067,0.06707475340535951,183
b2,2022-02-15T06:51:40.286Z,-0.28322477656653644,0.06707320552535113,183
b2,2022-02-15T06:51:40.790Z,-0.28323150166615507,0.06707457909918017,183
b2,2022-02-15T06:51:41.294Z,-0.28337202881868173,0.06707553020083251,183
b2,2022-02-15T06:51:41.798Z,-0.28344730141888574,0.06707587207792012,183
b2,2022-02-15T06:51:42.307Z,-0.2836389339555999,0.0670753651537303,183
b2,2022-02-15T06:51:42.814Z,-0.28383661110241865,0.06707496196763546,183
b2,2022-02-15T06:51:43.318Z,-0.2843270546532043,0.06707555666682426,183
b2,2022-02-15T06:51:43.821Z,-0.28466876530015683,0.06707553204938099,183
b2,2022-02-15T06:51:44.328Z,-0.2850469070583756,0.06707560559154506,183
b2,2022-02-15T06:51:44.838Z,-0.28540480456366735,0.06707564549065767,183
b2,2022-02-15T06:51:45.342Z,-0.28547113948678193,0.06707547269303418,183
b2,2022-02-15T06:51:45.845Z,-0.28550399250585967,0.06707519561485849,183
b2,2022-02-15T06:51:46.347Z,-0.2855112384596021,0.06707519090638094,183
b2,2022-02-15T06:51:46.851Z,-0.28576748176664,0.06707435302472459,183
b2,2022-02-15T06:51:47.355Z,-0.2862034161320063,0.06707376200887886,183
b2,2022-02-15T06:51:47.858Z,-0.28662534746419593,0.06707356178167899,183
b2,2022-02-15T06:51:48.361Z,-0.28709271616395443,0.06707354523660396,183
b2,2022-02-15T06:51:48.864Z,-0.28771428607215016,0.0670741339253921,183
b2,2022-02-15T06:51:49.366Z,-0.28776773586534027,0.06707518810931723,183
b2,2022-02-15T06:51:49.870Z,-0.28762608794485306,0.06707578001271024,183
b2,2022-02-15T06:51:50.375Z,-0.2874792325557173,0.06707628908751999,183
b2,2022-02-15T06:51:50.879Z,-0.2875248406345152,0.06707800102647239,183
b2,2022-02-15T06:51:51.382Z,-0.28753888580410797,0.06707774880903307,183
b2,2022-02-15T06:51:51.888Z,-0.28729234926243624,0.06707658784307109,183
b2,2022-02-15T06:51:52.391Z,-0.28723190866805326,0.06707452294301204,183
b2,2022-02-15T06:51:52.894Z,-0.2874597302177352,0.0670738042611707,183
b2,2022-02-15T06:51:53.397Z,-0.287971761657741,0.06707376105280437,183
b2,2022-02-15T06:51:53.905Z,-0.28820940463860417,0.06707373942958214,183
b2,2022-02-15T06:51:54.408Z,-0.2882662404095331,0.067073812608703,183
b2,2022-02-15T06:51:54.911Z,-0.2882356961469929,0.06707475071863632,183
b2,2022-02-15T06:51:55.414Z,-0.2882142999197401,0.06707572737948926,183
b2,2022-02-15T06:51:55.918Z,-0.28837295146473935,0.06707745378358212,183
b2,2022-02-15T06:51:56.421Z,-0.28890016452539413,0.06707783846794094,183
b2,2022-02-15T06:51:56.924Z,-0.2902661156614785,0.0670797841031978,183
b2,2022-02-15T06:51:57.428Z,-0.29198560732491646,0.06708304585849037,183
b2,2022-02-15T06:51:57.931Z,-0.29373499205286185,0.06708673073454804,183
b2,2022-02-15T06:51:58.434Z,-0.2959761745872915,0.06709189684658938,183
b2,2022-02-15T06:51:58.938Z,-0.2979208066235966,0.06709703982087388,183
b2,2022-02-15T06:51:59.441Z,-0.29923774530745334,0.06710027929453827,183
b2,2022-02-15T06:51:59.944Z,-0.30021717121531205,0.06710285413069914,183
b2,2022-02-15T06:52:00.447Z,-0.3018831738307284,0.06710748655554526,183
b2,2022-02-15T06:52:00.949Z,-0.3032347498300261,0.06711194848299594,183
b2,2022-02-15T06:52:01.453Z,-0.30457325065590196,0.0671158220224961,183
b2,2022-02-15T06:52:01.956Z,-0.3061480342149428,0.06711973240170215,183
b2,2022-02-15T06:52:02.459Z,-0.3074159802037407,0.06712233239558242,183
b2,2022-02-15T06:52:02.965Z,-0.3090448293766731,0.06712456513684983,183
b2,2022-02-15T06:52:03.469Z,-0.31027878607205067,0.06712659372867853,183
b2,2022-02-15T06:52:03.975Z,-0.31147803768859056,0.06712847183086436,183
b2,2022-02-15T06:52:04.478Z,-0.31225765868117916,0.06712893520461291,183
b2,2022-02-15T06:52:04.980Z,-0.3129018794367611,0.0671313817934681,183
b2,2022-02-15T06:52:05.484Z,-0.3134476214242157,0.06713325997519644,183
b2,2022-02-15T06:52:05.987Z,-0.31439320416686267,0.06713725975755797,183
b2,2022-02-15T06:52:06.490Z,-0.3148120535109038,0.06713663087819477,183
b2,2022-02-15T06:52:06.993Z,-0.31592648122283357,0.06713917262853722,183
b2,2022-02-15T06:52:07.496Z,-0.3162076617069507,0.06713964308706613,183
b2,2022-02-15T06:52:07.999Z,-0.3161598466042944,0.06713960167651582,183
b2,2022-02-15T06:52:08.502Z,-0.316524397518351,0.06714051681053032,183
b2,2022-02-15T06:52:09.005Z,-0.31754252110026965,0.0671449815678499,183
b2,2022-02-15T06:52:09.509Z,-0.31718253474623154,0.06714326147312101,183
b2,2022-02-15T06:52:10.012Z,-0.31732664408977046,0.06714261693851134,183
b2,2022-02-15T06:52:10.514Z,-0.3176582221856261,0.06714327847691103,183
b2,2022-02-15T06:52:11.017Z,-0.3180124615520893,0.06714407351486244,183
b2,2022-02-15T06:52:11.521Z,-0.3183778067705752,0.06714568538103331,183
b2,2022-02-15T06:52:12.025Z,-0.3188560698395415,0.06714461384259246,183
b2,2022-02-15T06:52:12.528Z,-0.3192914623422991,0.06714363278669244,183
b2,2022-02-15T06:52:13.030Z,-0.31969186244255304,0.06714274612343984,183
b2,2022-02-15T06:52:13.533Z,-0.3199227201607053,0.0671410684725843,183
b2,2022-02-15T06:52:14.037Z,-0.31963601364291705,0.06714005134250747,183
b2,2022-02-15T06:52:14.539Z,-0.31990654599508,0.06714209149438446,183
b2,2022-02-15T06:52:15.041Z,-0.3200287390593327,0.06714215389343395,183
b2,2022-02-15T06:52:15.544Z,-0.3202731330476712,0.06714357851436309,183
b2,2022-02-15T06:52:16.048Z,-0.3204931474620182,0.06714492880766527,183
b2,2022-02-15T06:52:16.550Z,-0.3208292774511988,0.06714473766029529,183
b2,2022-02-15T06:52:17.054Z,-0.3212695171832652,0.0671444734615089,183
b2,2022-02-15T06:52:17.556Z,-0.3216699764044179,0.06714348261345089,183
b2,2022-02-15T06:52:18.059Z,-0.32175858064530527,0.06714405276073186,183
b2,2022-02-15T06:52:18.562Z,-0.32239934998841285,0.0671452945202255,183
b2,2022-02-15T06:52:19.065Z,-0.3225690484191961,0.06714580997799409,183
b2,2022-02-15T06:52:19.567Z,-0.3227979064286452,0.06714645189977017,183
b2,2022-02-15T06:52:20.070Z,-0.32333493430759586,0.06714694502961319,183
b2,2022-02-15T06:52:20.573Z,-0.32380167786393066,0.06714747362132886,183
b2,2022-02-15T06:52:21.077Z,-0.32423800597364644,0.06714798009381145,183
b2,2022-02-15T06:52:21.581Z,-0.32395458585086345,0.06714775572193579,183
b2,2022-02-15T06:52:22.085Z,-0.32453815955932463,0.06714723081469148,183
b2,2022-02-15T06:52:22.588Z,-0.3245003275056451,0.06714572307511898,183
b2,2022-02-15T06:52:23.091Z,-0.32507986549506346,0.06714695480484792,183
b2,2022-02-15T06:52:23.594Z,-0.32543550276581207,0.06714905047005772,183
b2,2022-02-15T06:52:24.097Z,-0.3257129031894391,0.06715040919387302,183
b2,2022-02-15T06:52:24.605Z,-0.32586531223537796,0.067152508243584,183
b2,2022-02-15T06:52:25.108Z,-0.3263749487122019,0.06715616841731628,183
b2,2022-02-15T06:52:25.611Z,-0.3268051932338761,0.06716098501135398,183
b2,2022-02-15T06:52:26.114Z,-0.3272469046157995,0.06716586138284267,183
b2,2022-02-15T06:52:26.617Z,-0.32782352542127313,0.0671690876991632,183
b2,2022-02-15T06:52:27.119Z,-0.3284241428499348,0.06717241770199095,183
b2,2022-02-15T06:52:27.625Z,-0.3286943558489617,0.06717372795874188,183
b2,2022-02-15T06:52:28.128Z,-0.32894654672329404,0.06717485355493434,183
b2,2022-02-15T06:52:28.631Z,-0.32957207615547296,0.0671781313680468,183
b2,2022-02-15T06:52:29.134Z,-0.3294063267509744,0.06717401383164856,183
b2,2022-02-15T06:52:29.638Z,-0.33150457042520654,0.06717327697675018,183
b2,2022-02-15T06:52:30.141Z,-0.33412117494522586,0.0671761993686209,183
b2,2022-02-15T06:52:30.645Z,-0.3364648492632976,0.06717824687054814,183
b2,2022-02-15T06:52:31.148Z,-0.3385243673895164,0.06718147540840193,183
b2,2022-02-15T06:52:31.651Z,-0.34021505667129465,0.0671802013166527,183
b2,2022-02-15T06:52:32.155Z,-0.3417467456618938,0.06717876549049662,183
b2,2022-02-15T06:52:32.657Z,-0.3435886205293231,0.06717808448060643,183
b2,2022-02-15T06:52:33.160Z,-0.3452887906738931,0.06717736223938157,183
b2,2022-02-15T06:52:33.662Z,-0.3466941036014735,0.06717626550520625,183
b2,2022-02-15T06:52:34.165Z,-0.3477175734324947,0.06717519738961236,183
b2,2022-02-15T06:52:34.667Z,-0.34858201234894887,0.06717421496950053,183
b2,2022-02-15T06:52:35.169Z,-0.3486529405505396,0.06717837165373232,183
b2,2022-02-15T06:52:35.674Z,-0.34881080197843917,0.06718115212378876,183
b2,2022-02-15T06:52:36.177Z,-0.3489792686878792,0.06717989095791775,183
b2,2022-02-15T06:52:36.680Z,-0.34913467762077993,0.0671800162776122,183
b2,2022-02-15T06:52:37.182Z,-0.34920735301197486,0.06718020887790296,183
b2,2022-02-15T06:52:37.685Z,-0.34927352496103736,0.06718039096281604,183
b2,2022-02-15T06:52:38.189Z,-0.34924561865477033,0.06718047337978739,183
b2,2022-02-15T06:52:38.692Z,-0.348975761797818,0.06718031798762371,183
b2,2022-02-15T06:52:39.196Z,-0.3489758465044671,0.06717952173007553,183
b2,2022-02-15T06:52:39.699Z,-0.34861316018355054,0.06717821302327619,183
b2,2022-02-15T06:52:40.201Z,-0.34824382780377083,0.0671769450713005,183
b2,2022-02-15T06:52:40.704Z,-0.34812394195701507,0.06717350876589984,183
b2,2022-02-15T06:52:41.206Z,-0.3485321131964709,0.0671713139658661,183
b2,2022-02-15T06:52:41.709Z,-0.34799306003178737,0.06717040936879232,183
b2,2022-02-15T06:52:42.215Z,-0.34783006361102903,0.06717105477435,183
b2,2022-02-15T06:52:42.719Z,-0.34753448961096056,0.0671714758516685,183
b2,2022-02-15T06:52:43.222Z,-0.3468047467362007,0.06717064440831445,183
b2,2022-02-15T06:52:43.727Z,-0.34697504118626404,0.06717099780506963,183
b2,2022-02-15T06:52:44.231Z,-0.3473034395636708,0.06717438766073847,183
b2,2022-02-15T06:52:44.735Z,-0.34762155557561164,0.06717529406187293,183
b2,2022-02-15T06:52:45.238Z,-0.34779176793155303,0.06717334347368925,183
b2,2022-02-15T06:52:45.740Z,-0.3479482780812976,0.06717275336088106,183
b2,2022-02-15T06:52:46.243Z,-0.3481343637207867,0.06717325959500527,183
b2,2022-02-15T06:52:46.746Z,-0.3484255377805376,0.0671742153012899,183
b2,2022-02-15T06:52:47.248Z,-0.3483543488100818,0.06717466584519068,183
b2,2022-02-15T06:52:47.752Z,-0.34817623758128735,0.06717861198204629,183
b2,2022-02-15T06:52:48.256Z,-0.3479495971238517,0.0671784957022545,183
b2,2022-02-15T06:52:48.759Z,-0.34748101913192136,0.06717791600063891,183
b2,2022-02-15T06:52:49.263Z,-0.3476554084183468,0.06718000906357739,183
b2,2022-02-15T06:52:49.765Z,-0.3476135013350776,0.0671799077080408,183
b2,2022-02-15T06:52:50.269Z,-0.34849156536522324,0.06717853959775126,183
b2,2022-02-15T06:52:50.772Z,-0.34885337040034475,0.06718257549705596,183
b2,2022-02-15T06:52:51.275Z,-0.3495250364194846,0.06718452498579976,183
b2,2022-02-15T06:52:51.778Z,-0.34984140083081583,0.06717876275215155,183
b2,2022-02-15T06:52:52.282Z,-0.3496629286502185,0.06717294901962703,183
b2,2022-02-15T06:52:52.785Z,-0.3499957004181299,0.06716875778609512,183
b2,2022-02-15T06:52:53.288Z,-0.34984663002778166,0.06716821287436193,183
b2,2022-02-15T06:52:53.791Z,-0.3496934382037574,0.06716768637224789,183
b2,2022-02-15T06:52:54.295Z,-0.3494580584773645,0.06716708062721662,183
b2,2022-02-15T06:52:54.797Z,-0.34859243674816587,0.06717185063914645,183
b2,2022-02-15T06:52:55.300Z,-0.3477608697988174,0.06717164421711992,183
b2,2022-02-15T06:52:55.803Z,-0.34727695725667984,0.06717173428824298,183
b2,2022-02-15T06:52:56.307Z,-0.34679573124396673,0.06717167813931438,183
b2,2022-02-15T06:52:56.809Z,-0.34607711705380745,0.06717102917960192,183
b2,2022-02-15T06:52:57.312Z,-0.3453728284438938,0.0671703069174682,183
b2,2022-02-15T06:52:57.816Z,-0.34440644903554474,0.067170053407702,183
b2,2022-02-15T06:52:58.319Z,-0.34260786764676276,0.06716529100042777,183
b2,2022-02-15T06:52:58.822Z,-0.340676274495871,0.06716117747703611,183
b2,2022-02-15T06:52:59.325Z,-0.339476473344506,0.06715704140087568,183
b2,2022-02-15T06:52:59.828Z,-0.33865498324921645,0.06715764730051801,183
b2,2022-02-15T06:53:00.331Z,-0.33763147324404913,0.06715502813779703,183
b2,2022-02-15T06:53:00.834Z,-0.3365360702387504,0.0671549085941497,183
b2,2022-02-15T06:53:01.337Z,-0.33556974112888255,0.06715472731852598,183
b2,2022-02-15T06:53:01.839Z,-0.33486975897375004,0.06715448177988129,183
b2,2022-02-15T06:53:02.343Z,-0.33424131576448085,0.06715368220996143,183
b2,2022-02-15T06:53:02.847Z,-0.3334508618658664,0.06715405465019747,183
b2,2022-02-15T06:53:03.349Z,-0.33228079138982963,0.06715360983080058,183
b2,2022-02-15T06:53:03.852Z,-0.3319497793090732,0.06715529243543902,183
b2,2022-02-15T06:53:04.355Z,-0.3316430814764775,0.06715681497286005,183
b2,2022-02-15T06:53:04.861Z,-0.33128235202265643,0.06715380965491649,183
b2,2022-02-15T06:53:05.366Z,-0.33096555567159364,0.06715447557390528,183
b2,2022-02-15T06:53:05.868Z,-0.3304109064922391,0.06715369032485716,183
b2,2022-02-15T06:53:06.375Z,-0.3296558794110603,0.06715424006904677,183
b2,2022-02-15T06:53:06.878Z,-0.3287509842428574,0.06715441575848004,183
b2,2022-02-15T06:53:07.382Z,-0.32817728805501073,0.06715224240554298,183
b2,2022-02-15T06:53:07.885Z,-0.32797956806265505,0.06715090461199189,183
b2,2022-02-15T06:53:08.389Z,-0.32784237106243597,0.06714947931403623,183
b2,2022-02-15T06:53:08.892Z,-0.32769375503758197,0.06714862115334191,183
b2,2022-02-15T06:53:09.395Z,-0.3274557552586108,0.06714808774577455,183
b2,2022-02-15T06:53:09.897Z,-0.32721950931320687,0.06714808547995516,183
b2,2022-02-15T06:53:10.400Z,-0.32720306057695414,0.0671487074532771,183
b2,2022-02-15T06:53:10.902Z,-0.3271958785165626,0.06714940107488719,183
b2,2022-02-15T06:53:11.406Z,-0.32738992832441227,0.06714941375501704,183
b2,2022-02-15T06:53:11.908Z,-0.32720419706643494,0.06715051129878302,183
b2,2022-02-15T06:53:12.411Z,-0.3272676826017991,0.06715153037334284,183
b2,2022-02-15T06:53:12.916Z,-0.3272507858979321,0.06715212824797687,183
b2,2022-02-15T06:53:13.419Z,-0.32709402990471054,0.06715075682372919,183
b2,2022-02-15T06:53:13.924Z,-0.32694547454454015,0.0671494600209241,183
b2,2022-02-15T06:53:14.429Z,-0.326402274512967,0.06714810707854761,183
b2,2022-02-15T06:53:14.932Z,-0.3264959289716278,0.06714974943096984,183
b2,2022-02-15T06:53:15.435Z,-0.32658914633816216,0.06714992786933788,183
b2,2022-02-15T06:53:15.938Z,-0.3264082941949795,0.0671505192253928,183
b2,2022-02-15T06:53:16.440Z,-0.3262174328990844,0.06715103443827886,183
b2,2022-02-15T06:53:16.943Z,-0.3268197667700576,0.06715048474348984,183
b2,2022-02-15T06:53:17.447Z,-0.3273924249589569,0.06715002249127128,183
b2,2022-02-15T06:53:17.949Z,-0.3275040624135019,0.06715052107748533,183
b2,2022-02-15T06:53:18.452Z,-0.32753633259883835,0.0671497376671614,183
b2,2022-02-15T06:53:18.955Z,-0.3269353161820596,0.06715067865189439,183
b2,2022-02-15T06:53:19.457Z,-0.32649716993660854,0.06715147054137023,183
b2,2022-02-15T06:53:19.960Z,-0.32603440226938024,0.06715321079404664,183
b2,2022-02-15T06:53:20.463Z,-0.32582798904499244,0.06715245779476606,183
b2,2022-02-15T06:53:20.967Z,-0.3261366826015107,0.06715153387571811,183
b2,2022-02-15T06:53:21.471Z,-0.3262904722953983,0.06714902640400108,183
b2,2022-02-15T06:53:21.973Z,-0.32649009225185854,0.06714872435270933,183
b2,2022-02-15T06:53:22.477Z,-0.32679437595004784,0.06714761436870559,183
b2,2022-02-15T06:53:22.986Z,-0.32710219176174943,0.06714668624910378,183
b2,2022-02-15T06:53:23.492Z,-0.326552680755511,0.0671474944598127,183
b2,2022-02-15T06:53:23.995Z,-0.32603883619450247,0.06714832987228232,183
b2,2022-02-15T06:53:24.504Z,-0.32569318599683406,0.06714944013247888,183
b2,2022-02-15T06:53:25.014Z,-0.32544063260352574,0.06715095885296186,183
b2,2022-02-15T06:53:25.516Z,-0.32495351076508544,0.06715066025433648,183
b2,2022-02-15T06:53:26.019Z,-0.32463578397540904,0.06715120466159712,183
b2,2022-02-15T06:53:26.523Z,-0.32379836236536425,0.06715007466742223,183
b2,2022-02-15T06:53:27.026Z,-0.32298302572719767,0.06714920386117468,183
b2,2022-02-15T06:53:27.533Z,-0.3227420522678179,0.06714983541191387,183
b2,2022-02-15T06:53:28.036Z,-0.3223970144105626,0.06714915801352349,183
b2,2022-02-15T06:53:28.538Z,-0.32148642223463114,0.0671481639483006,183
b2,2022-02-15T06:53:29.041Z,-0.3207467543729432,0.06714492284070693,183
b2,2022-02-15T06:53:29.546Z,-0.32005941428186924,0.06714396715190427,183
b2,2022-02-15T06:53:30.051Z,-0.31956656289124774,0.06713894458381052,183
b2,2022-02-15T06:53:30.556Z,-0.3190903256610969,0.06713804657515647,183
b2,2022-02-15T06:53:31.058Z,-0.3179691125003636,0.06713372464527757,183
b2,2022-02-15T06:53:31.562Z,-0.31707524423958267,0.06712999513833023,183
b2,2022-02-15T06:53:32.065Z,-0.31603579551289784,0.06712635668404633,183
b2,2022-02-15T06:53:32.569Z,-0.31495934702047484,0.06712277313535044,183
b2,2022-02-15T06:53:33.075Z,-0.3138360703861861,0.06711959466928877,183
b2,2022-02-15T06:53:33.577Z,-0.3127481197611646,0.06711494123004956,183
b2,2022-02-15T06:53:34.079Z,-0.31179651093890587,0.06711280693748045,183
b2,2022-02-15T06:53:34.583Z,-0.3103932026709145,0.06710956737740643,183
b2,2022-02-15T06:53:35.086Z,-0.30925116313430207,0.06710479664368103,183
b2,2022-02-15T06:53:35.589Z,-0.308490814145297,0.06710137732335351,183
b2,2022-02-15T06:53:36.091Z,-0.30764006738252714,0.06709748392173788,183
b2,2022-02-15T06:53:36.594Z,-0.30704859803417694,0.06709438489722715,183
