b2,E11,1583467420000,-72
b2,C3,1583467420001,-85
b2,E15,1583467420004,-69
b2,Bed10,1583467420006,-76
b2,Bed3,1583467420009,-92
b2,Bed2,1583467420016,-68
b2,A2,1583467420016,-74
b2,E14,1583467420018,-89
b2,Bed4,1583467420022,-72
ecg0,E15,1583467420066,-67
ecg0,E15,1583467420267,-74
ecg0,E15,1583467420467,-77
b2,E13,1583467420507,-91
b2,E11,1583467420510,-68
b2,C3,1583467420511,-78
b2,E15,1583467420514,-72
b2,Bed10,1583467420515,-82
b2,Bed3,1583467420519,-93
b2,Bed2,1583467420526,-77
b2,A2,1583467420526,-65
b2,E14,1583467420528,-90
b2,C9,1583467420528,-85
b2,Bed4,1583467420532,-69
ecg0,E15,1583467420670,-66
ecg0,E15,1583467420871,-70
b2,C5,1583467420987,-94
b2,E8,1583467421010,-91
b2,C12,1583467421015,-94
b2,E11,1583467421017,-74
b2,C3,1583467421019,-74
b2,E15,1583467421021,-65
b2,Bed10,1583467421022,-75
b2,A2,1583467421032,-66
b2,Bed2,1583467421033,-74
b2,E14,1583467421035,-82
b2,C9,1583467421035,-84
b2,Bed4,1583467421038,-71
ecg0,E15,1583467421073,-67
ecg0,E15,1583467421275,-72
ecg0,E15,1583467421476,-72
b2,C5,1583467421490,-77
b2,E8,1583467421513,-86
b2,E13,1583467421515,-97
b2,C12,1583467421519,-90
b2,E11,1583467421519,-78
b2,C3,1583467421522,-89
b2,E15,1583467421523,-68
b2,Bed10,1583467421526,-79
b2,Bed3,1583467421530,-84
b2,Bed2,1583467421535,-75
b2,C9,1583467421537,-87
b2,A2,1583467421537,-69
b2,E14,1583467421539,-84
b2,Bed4,1583467421541,-73
ecg0,E15,1583467421676,-65
ecg0,E15,1583467421878,-68
b2,C5,1583467421991,-77
b2,E8,1583467422014,-81
b2,E13,1583467422017,-93
b2,E11,1583467422020,-87
b2,C3,1583467422023,-78
b2,E15,1583467422026,-66
b2,Bed10,1583467422028,-87
b2,Bed3,1583467422031,-94
b2,D2,1583467422035,-88
b2,Bed2,1583467422038,-65
b2,A2,1583467422038,-77
b2,E14,1583467422040,-90
b2,Bed4,1583467422043,-69
ecg0,E15,1583467422079,-68
ecg0,E15,1583467422281,-66
ecg0,E15,1583467422483,-67
b2,C5,1583467422499,-79
b2,E8,1583467422523,-92
b2,E13,1583467422525,-87
b2,C12,1583467422528,-87
b2,E11,1583467422529,-78
b2,C3,1583467422531,-89
b2,E15,1583467422534,-60
b2,Bed10,1583467422536,-72
b2,Bed3,1583467422540,-93
b2,Bed2,1583467422546,-72
b2,A2,1583467422546,-79
b2,E14,1583467422548,-72
b2,Bed4,1583467422552,-68
ecg0,E15,1583467422684,-67
ecg0,E15,1583467422886,-80
b2,A2,1583467423047,-73
b2,Bed4,1583467423054,-75
ecg0,E15,1583467423088,-63
ecg0,E15,1583467423291,-72
ecg0,E15,1583467423491,-67
b2,C5,1583467423507,-77
b2,E8,1583467423531,-84
b2,E13,1583467423534,-86
b2,E11,1583467423538,-80
b2,E15,1583467423542,-67
b2,Bed10,1583467423543,-73
b2,D2,1583467423552,-93
b2,A2,1583467423553,-68
b2,C9,1583467423555,-89
b2,E14,1583467423555,-87
b2,Bed4,1583467423559,-79
ecg0,E15,1583467423692,-70
ecg0,E15,1583467423894,-63
b2,C5,1583467424009,-82
b2,E8,1583467424033,-79
b2,E13,1583467424035,-90
b2,E11,1583467424039,-75
b2,C12,1583467424039,-89
b2,C3,1583467424041,-76
b2,E15,1583467424043,-69
b2,Bed10,1583467424046,-76
b2,Bed3,1583467424050,-94
b2,Bed2,1583467424055,-74
b2,A2,1583467424057,-71
b2,E14,1583467424058,-73
b2,Bed4,1583467424061,-74
ecg0,E15,1583467424096,-71
ecg0,E15,1583467424298,-64
ecg0,E15,1583467424498,-74
b2,C5,1583467424512,-76
b2,E8,1583467424535,-87
b2,C12,1583467424541,-94
b2,E11,1583467424542,-78
b2,C3,1583467424545,-76
b2,Bed10,1583467424550,-75
b2,Bed3,1583467424553,-89
b2,D2,1583467424557,-89
b2,A2,1583467424559,-65
b2,C9,1583467424560,-87
