b2,Bed10,1584426264245,-69
b2,A2,1584426264246,-66
b2,C9,1584426264248,-85
b2,Bed2,1584426264249,-70
b2,D2,1584426264251,-71
b2,Bed4,1584426264252,-66
b2,E10,1584426264254,-78
b2,E14,1584426264258,-74
b2,100,1584426264259,-66
b2,E11,1584426264262,-74
b2,E8,1584426264263,-81
b2,E15,1584426264264,-63
b2,C4,1584426264267,-62
b2,C3,1584426264280,-73
b2,C9,1584426264754,-78
b2,Bed2,1584426264755,-72
b2,Bed4,1584426264757,-71
b2,D2,1584426264757,-76
b2,E10,1584426264759,-88
b2,E14,1584426264764,-81
b2,100,1584426264765,-73
b2,E15,1584426264769,-68
b2,C3,1584426264786,-76
b2,Bed2,1584426265257,-87
b2,C9,1584426265258,-78
b2,D2,1584426265259,-61
b2,E14,1584426265267,-80
b2,100,1584426265267,-66
b2,E15,1584426265271,-67
b2,E8,1584426265271,-78
b2,E11,1584426265272,-67
b2,C4,1584426265276,-74
b2,C3,1584426265288,-74
b2,Bed10,1584426265756,-79
b2,A2,1584426265757,-67
b2,Bed2,1584426265758,-81
b2,C9,1584426265759,-74
b2,D2,1584426265762,-61
b2,Bed4,1584426265763,-73
b2,E10,1584426265763,-75
b2,E14,1584426265768,-77
b2,100,1584426265770,-74
b2,E11,1584426265773,-72
b2,E8,1584426265774,-88
b2,E15,1584426265774,-66
b2,C4,1584426265777,-67
b2,C3,1584426265789,-80
b2,Bed10,1584426266260,-68
b2,C9,1584426266262,-80
b2,Bed4,1584426266266,-66
b2,E10,1584426266267,-83
b2,100,1584426266273,-68
b2,E11,1584426266276,-73
b2,E8,1584426266277,-80
b2,E15,1584426266277,-72
b2,C4,1584426266281,-65
b2,Bed10,1584426266766,-76
b2,A2,1584426266768,-71
b2,C9,1584426266769,-83
b2,Bed2,1584426266770,-64
b2,D2,1584426266772,-71
b2,Bed4,1584426266773,-67
b2,E10,1584426266774,-78
b2,E14,1584426266780,-85
b2,100,1584426266781,-72
b2,E11,1584426266783,-73
b2,E8,1584426266784,-79
b2,E15,1584426266784,-70
b2,C4,1584426266788,-64
b2,C3,1584426266801,-70
b2,Bed10,1584426267276,-72
b2,A2,1584426267277,-64
b2,C9,1584426267279,-84
b2,Bed2,1584426267279,-62
b2,D2,1584426267282,-73
b2,Bed4,1584426267283,-69
b2,E10,1584426267284,-87
b2,E14,1584426267289,-75
b2,100,1584426267290,-68
b2,E11,1584426267293,-81
b2,E8,1584426267294,-89
b2,E15,1584426267294,-65
b2,C4,1584426267298,-72
b2,C3,1584426267311,-67
b2,Bed10,1584426267778,-73
b2,A2,1584426267780,-70
b2,Bed2,1584426267781,-73
b2,E14,1584426267790,-80
b2,E11,1584426267795,-76
b2,C4,1584426267799,-71
b2,C3,1584426267812,-74
b2,Bed10,1584426268282,-74
b2,Bed2,1584426268284,-72
b2,A2,1584426268284,-63
b2,C9,1584426268285,-77
b2,D2,1584426268286,-70
b2,E10,1584426268288,-92
b2,Bed4,1584426268289,-68
b2,E14,1584426268293,-78
b2,C4,1584426268302,-65
b2,C3,1584426268315,-73
b2,Bed10,1584426268783,-74
b2,Bed2,1584426268784,-78
b2,D2,1584426268788,-60
b2,Bed4,1584426268789,-66
b2,E10,1584426268791,-94
b2,100,1584426268797,-73
b2,E11,1584426268800,-81
b2,E15,1584426268801,-59
b2,E8,1584426268801,-80
b2,C3,1584426268816,-74
b2,Bed10,1584426269286,-79
b2,A2,1584426269287,-67
b2,C9,1584426269289,-76
b2,Bed2,1584426269290,-62
b2,D2,1584426269291,-66
b2,Bed4,1584426269293,-66
b2,E10,1584426269294,-81
b2,E14,1584426269299,-78
b2,100,1584426269300,-67
b2,E11,1584426269303,-83
b2,E15,1584426269304,-66
b2,E8,1584426269304,-78
b2,C4,1584426269308,-75
b2,C3,1584426269321,-76
b2,A2,1584426269795,-66
b2,Bed10,1584426269795,-74
b2,Bed2,1584426269797,-62
b2,C9,1584426269797,-78
b2,D2,1584426269799,-66
b2,Bed4,1584426269800,-68
b2,E10,1584426269802,-79
b2,E14,1584426269807,-78
b2,100,1584426269808,-67
b2,E11,1584426269811,-95
b2,E8,1584426269812,-87
b2,E15,1584426269812,-65
b2,C4,1584426269816,-72
b2,C3,1584426269828,-80
b2,C9,1584426270304,-77
