Bed2, E15, -68, -76, -70, -77, -70, -79, -70, -68, -70, -74, -75, -68, -75, -68, -71, -72, -67, -77, -67, -78, -77, -71, -72, -71, -77, -77, -68, -71, -71, -71, -71, -71, -76, -76, -68, -72, -72, -76, -71, -68, -76, -68, -72, -68, -71, -72, -71, -68, -71, -68, -76, -76, -68, -72, -76, -68, -68, -76, -68, -72, -71, -69, -75, -68, -67, -71, -68, -76, -76, -68, -72, -68, -75, -68, -68, -68, -76, -68, -72, -68, -69, -68, -76, -68, -76, -75, -76, -76, -76, -68, -75, -76, -68, -71, -75, -71, -76, -76, -71, -77, -72, -76, -75, -76, -70, -71, -77, -77, -70, -68, -67, -71, -75, -70, -70, -76, -76, -67, -77, -72.00840336134453, 3.6
Bed2, A2, -70, -70, -78, -78, -77, -76, -77, -77, -77, -77, -71, -71, -76, -71, -78, -77, -77, -71, -71, -77, -77, -70, -78, -77, -70, -71, -76, -78, -71, -77, -77, -77, -70, -77, -70, -77, -78, -77, -78, -78, -77, -77, -78, -78, -78, -70, -70, -77, -77, -71, -78, -77, -70, -71, -70, -78, -78, -77, -78, -71, -78, -77, -78, -78, -78, -71, -70, -78, -77, -78, -70, -77, -77, -78, -70, -77, -70, -77, -70, -70, -77, -71, -77, -71, -77, -78, -70, -77, -77, -78, -74, -78, -77, -70, -70, -78, -70, -77, -70, -77, -77, -76, -70, -70, -77, -70, -77, -70, -77, -70, -70, -70, -76, -77, -70, -77, -77, -70, -77, -74.73109243697479, 3.4
A2, Bed2, -77, -69, -79, -78, -77, -69, -68, -82, -76, -68, -82, -68, -81, -76, -76, -78, -77, -69, -70, -69, -77, -69, -69, -69, -77, -77, -77, -69, -70, -69, -77, -78, -77, -70, -81, -76, -76, -75, -77, -69, -75, -77, -69, -74, -74, -74, -74, -74, -69, -69, -76, -74, -70, -74, -69, -76, -73, -76, -74, -76, -74, -69, -76, -74, -69, -77, -69, -74, -70, -82, -74, -70, -83, -70, -82, -73, -70, -70, -73, -70, -70, -73, -73, -73, -69, -70, -73, -73, -75, -70, -77, -78, -78, -69, -78, -78, -77, -76, -69, -69, -77, -68, -77, -68, -77, -76, -76, -77, -76, -76, -68, -77, -77, -77, -76, -68, -68, -68, -73.72033898305085, 3.4
A2, Bed4, -78, -72, -72, -80, -80, -79, -78, -72, -72, -72, -76, -73, -78, -78, -78, -77, -78, -73, -72, -77, -72, -72, -78, -78, -72, -79, -72, -77, -79, -72, -72, -79, -77, -72, -72, -73, -72, -73, -73, -80, -77, -80, -71, -80, -72, -77, -80, -80, -72, -80, -80, -72, -73, -80, -80, -72, -72, -77, -77, -70, -77, -77, -76, -79, -76, -77, -76, -76, -81, -77, -79, -79, -79, -76, -71, -71, -76, -71, -71, -78, -77, -77, -71, -76, -76, -71, -77, -76, -77, -72, -76, -77, -76, -76, -71, -76, -77, -76, -72, -78, -78, -77, -77, -77, -77, -77, -78, -78, -78, -77, -77, -78, -72, -73, -72, -78, -78, -79, -80, -75.7983193277311, 4.62
A2, C4, -66, -71, -66, -66, -71, -67, -71, -71, -71, -66, -66, -66, -66, -66, -71, -70, -66, -66, -62, -66, -66, -66, -71, -71, -71, -71, -67, -66, -67, -66, -67, -66, -66, -67, -67, -70, -67, -66, -66, -67, -66, -70, -66, -67, -70, -66, -66, -70, -66, -67, -67, -66, -67, -70, -70, -70, -66, -66, -67, -66, -70, -66, -70, -66, -67, -66, -70, -67, -66, -70, -67, -70, -67, -66, -66, -67, -66, -70, -66, -67, -70, -70, -66, -70, -70, -67, -70, -70, -67, -70, -66, -66, -66, -66, -71, -66, -66, -66, -71, -66, -66, -66, -66, -66, -66, -70, -67, -71, -71, -71, -67, -70, -66, -67, -71, -65, -67, -71, -66, -67.65546218487395, 2.25
C4, A2, -70, -69, -66, -67, -66, -66, -70, -67, -66, -70, -70, -70, -67, -66, -67, -66, -67, -67, -71, -71, -67, -66, -71, -67, -66, -71, -67, -67, -72, -71, -71, -71, -66, -67, -66, -71, -71, -67, -72, -72, -67, -62, -71, -71, -67, -67, -71, -70, -71, -66, -71, -67, -66, -71, -66, -71, -67, -71, -71, -67, -70, -66, -67, -67, -67, -67, -66, -67, -67, -67, -66, -71, -67, -67, -67, -66, -67, -71, -71, -67, -66, -66, -66, -67, -67, -67, -67, -67, -71, -71, -71, -66, -67, -67, -67, -67, -67, -67, -71, -71, -68, -71, -70, -70, -67, -66, -67, -66, -66, -67, -66, -71, -71, -72, -71, -72, -67, -72, -67, -68.26050420168067, 2.25
C4, Bed4, -68, -69, -76, -77, -76, -77, -69, -76, -69, -77, -75, -68, -69, -76, -68, -68, -79, -74, -82, -89, -68, -86, -76, -88, -91, -86, -69, -76, -68, -75, -76, -68, -67, -68, -75, -75, -75, -84, -90, -87, -95, -97, -75, -69, -81, -69, -69, -74, -82, -74, -67, -93, -86, -76, -86, -92, -68, -67, -94, -76, -75, -67, -74, -68, -68, -75, -73, -73, -90, -70, -76, -75, -85, -74, -90, -67, -67, -68, -74, -68, -75, -72, -69, -68, -75, -74, -89, -91, -83, -82, -76, -92, -87, -69, -79, -75, -85, -82, -74, -74, -75, -88, -68, -90, -67, -75, -90, -75, -68, -69, -82, -83, -69, -75, -76, -75, -89, -87, -67, -76.77310924369748, 3.2
Bed4, C4, -68, -82, -69, -89, -74, -83, -75, -75, -91, -68, -68, -90, -69, -91, -68, -75, -89, -76, -86, -77, -68, -84, -76, -86, -87, -87, -77, -86, -77, -69, -77, -69, -86, -86, -78, -83, -68, -86, -68, -86, -86, -78, -87, -69, -69, -77, -77, -90, -68, -77, -76, -90, -68, -84, -68, -83, -83, -68, -76, -75, -75, -75, -84, -68, -68, -88, -89, -88, -87, -87, -76, -85, -67, -68, -68, -87, -86, -75, -86, -75, -75, -68, -85, -68, -68, -75, -68, -67, -84, -68, -85, -85, -74, -85, -85, -68, -68, -75, -68, -83, -84, -83, -83, -68, -68, -86, -87, -86, -76, -84, -86, -87, -76, -77, -89, -90, -76, -91, -76, -78.42857142857143, 3.2
Bed4, Bed10, -79, -91, -72, -78, -78, -90, -72, -71, -78, -87, -73, -80, -72, -90, -72, -77, -92, -71, -90, -71, -77, -78, -78, -78, -78, -77, -71, -77, -91, -77, -77, -72, -73, -90, -91, -72, -89, -78, -78, -77, -72, -78, -78, -78, -77, -78, -90, -71, -78, -73, -78, -79, -90, -74, -72, -72, -80, -71, -78, -73, -72, -74, -78, -72, -88, -72, -71, -94, -72, -77, -77, -90, -87, -72, -89, -77, -77, -87, -78, -72, -71, -72, -77, -86, -85, -77, -72, -87, -72, -85, -77, -86, -77, -87, -71, -78, -87, -76, -72, -89, -71, -71, -88, -77, -77, -79, -77, -72, -77, -77, -71, -77, -71, -71, -71, -87, -71, -71, -87, -78.2016806722689, 6
Bed10, E14, -63, -66, -64, -64, -67, -66, -67, -68, -66, -66, -64, -64, -64, -64, -67, -66, -67, -66, -64, -66, -66, -67, -67, -66, -64, -66, -66, -67, -66, -64, -66, -67, -63, -66, -65, -66, -63, -66, -64, -64, -66, -66, -70, -67, -66, -64, -64, -67, -66, -67, -66, -66, -67, -64, -64, -65, -63, -63, -66, -63, -65, -66, -63, -63, -66, -67, -64, -66, -65, -66, -66, -66, -66, -65, -66, -66, -65, -66, -66, -67, -66, -66, -67, -66, -66, -66, -67, -63, -64, -66, -64, -66, -66, -66, -66, -66, -66, -66, -67, -66, -67, -66, -64, -66, -67, -64, -66, -66, -66, -66, -64, -63, -63, -67, -64, -67, -66, -66, -65, -65.52100840336135, 4.4
