anchorID, TransmitterID, POI, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, Avg, Distance
E14, b2, 3, -77, -77, -90, -86, -85, -85, -90, -90, -80, -80, -80, -89, -84, -89, -89, -92, -92, -92, -92, -92, -89, -85, -75, -75, -75, -75, -75, -86, -86, -89, -90, -78, -78, -90, -90, -90, -90, -90, -90, -75, -77, -77, -77, -77, -83, -87, -87, -76, -79, -79, -79, -85, -85, -89, -89, -89, -86, -85, -76, -85, -86, -93, -91, -85, -85, -85, -85, -85, -93, -93, -77, -89, -89, -89, -74, -83, -80, -80, -80, -71, -74, -89, -89, -89, -89, -89, -74, -88, -87, -90, -83, -86, -86, -86, -87, -85, -83, -88, -88, -88, -89, -89, -89, -89, -86, -87, -90, -77, -80, -87, -87, -87, -87, -88, -88, -88, -77, -87, -78, -84.78991596638656, 8.71
E15, b2, 4, -65, -65, -66, -66, -63, -63, -64, -64, -67, -66, -67, -64, -64, -64, -64, -65, -64, -64, -65, -65, -65, -65, -64, -66, -68, -68, -65, -65, -65, -68, -68, -68, -68, -68, -68, -68, -68, -68, -66, -65, -65, -65, -66, -65, -64, -65, -65, -65, -65, -68, -69, -69, -72, -70, -68, -67, -67, -67, -70, -70, -68, -68, -68, -70, -70, -66, -66, -70, -70, -70, -73, -75, -68, -68, -68, -67, -68, -68, -68, -68, -70, -68, -68, -68, -68, -70, -70, -68, -69, -69, -67, -70, -69, -69, -68, -68, -68, -70, -70, -68, -68, -67, -70, -69, -69, -69, -68, -68, -68, -68, -69, -70, -68, -68, -68, -68, -68, -67, -70, -67.4201680672269, 3.11
Bed2, b2, 4, -72, -72, -75, -75, -75, -75, -74, -74, -75, -75, -75, -65, -65, -75, -75, -75, -75, -66, -67, -67, -67, -75, -75, -75, -75, -68, -66, -76, -75, -75, -76, -76, -76, -76, -66, -66, -76, -75, -77, -77, -66, -66, -75, -75, -75, -76, -75, -76, -76, -76, -76, -75, -75, -75, -75, -74, -73, -74, -67, -67, -67, -75, -76, -76, -67, -67, -67, -75, -77, -76, -76, -66, -66, -66, -75, -76, -75, -67, -67, -75, -76, -76, -76, -66, -66, -76, -76, -76, -67, -67, -67, -75, -76, -66, -66, -66, -66, -76, -76, -66, -66, -66, -66, -74, -74, -76, -75, -75, -66, -67, -67, -75, -75, -76, -75, -75, -66, -66, -75, -72.19327731092437, 2.76
A2, b2, 4, -76, -76, -67, -75, -74, -76, -76, -67, -75, -75, -76, -76, -76, -76, -73, -73, -73, -78, -68, -67, -74, -75, -80, -80, -78, -78, -67, -71, -74, -74, -74, -67, -65, -65, -65, -75, -75, -67, -66, -67, -67, -75, -75, -75, -75, -67, -66, -76, -74, -75, -75, -68, -67, -76, -74, -74, -68, -68, -76, -76, -76, -67, -67, -75, -76, -77, -75, -66, -66, -70, -75, -75, -68, -73, -73, -76, -76, -67, -67, -67, -67, -76, -76, -76, -76, -66, -62, -62, -75, -75, -75, -75, -75, -66, -66, -76, -76, -77, -76, -76, -76, -76, -76, -77, -77, -76, -75, -75, -75, -75, -75, -77, -76, -76, -75, -74, -74, -62, -76, -72.78151260504201, 1.45
C4, b2, 4, -64, -64, -65, -65, -73, -75, -72, -73, -73, -67, -66, -66, -66, -74, -74, -74, -74, -74, -76, -76, -77, -74, -74, -66, -67, -74, -74, -74, -72, -72, -68, -68, -71, -68, -67, -67, -75, -75, -74, -72, -72, -67, -75, -75, -74, -76, -68, -76, -76, -76, -79, -79, -79, -69, -68, -68, -69, -78, -77, -79, -79, -79, -79, -68, -77, -78, -79, -79, -79, -66, -66, -76, -76, -78, -78, -66, -66, -75, -75, -75, -75, -75, -66, -66, -66, -75, -77, -78, -78, -66, -66, -75, -75, -77, -78, -78, -66, -75, -78, -66, -66, -75, -80, -79, -79, -68, -77, -77, -77, -77, -66, -67, -67, -68, -80, -77, -77, -77, -67, -72.8655462184874, 1.96
Bed4, b2, 4, -79, -80, -81, -79, -79, -69, -69, -85, -85, -81, -81, -70, -71, -82, -79, -79, -79, -70, -70, -82, -81, -79, -79, -82, -82, -82, -82, -82, -82, -71, -71, -81, -81, -79, -79, -79, -79, -71, -71, -82, -83, -79, -79, -79, -79, -70, -71, -71, -85, -85, -82, -82, -74, -76, -76, -86, -86, -87, -87, -88, -88, -88, -81, -77, -81, -80, -80, -70, -70, -70, -70, -81, -82, -82, -82, -70, -81, -81, -83, -82, -83, -70, -70, -69, -69, -81, -81, -83, -83, -80, -81, -81, -82, -69, -69, -69, -80, -81, -82, -82, -82, -82, -81, -81, -81, -70, -70, -81, -81, -82, -82, -70, -70, -82, -83, -81, -81, -69, -69, -78.4201680672269, 4.0
Bed10, b2, 4, -82, -82, -77, -86, -81, -81, -71, -71, -87, -87, -89, -82, -82, -85, -86, -81, -91, -86, -86, -82, -82, -81, -81, -71, -87, -87, -74, -74, -74, -71, -85, -85, -73, -71, -73, -73, -80, -86, -76, -76, -82, -82, -71, -85, -85, -85, -85, -71, -72, -73, -76, -72, -81, -81, -86, -74, -74, -74, -74, -74, -87, -70, -73, -82, -73, -73, -75, -78, -84, -68, -68, -72, -72, -72, -71, -71, -68, -68, -90, -90, -85, -90, -90, -89, -87, -87, -73, -81, -74, -83, -83, -88, -88, -88, -71, -84, -71, -74, -77, -75, -75, -71, -86, -86, -87, -87, -72, -72, -86, -86, -86, -83, -82, -77, -86, -86, -81, -82, -74, -79.49579831932773, 9.38
E14, b2, 4, -88, -88, -88, -73, -84, -84, -84, -85, -85, -85, -85, -72, -72, -76, -72, -72, -72, -75, -75, -75, -70, -68, -74, -83, -73, -68, -82, -87, -87, -86, -86, -73, -81, -70, -70, -78, -84, -82, -88, -73, -71, -72, -82, -82, -83, -83, -74, -80, -85, -73, -73, -73, -72, -81, -81, -86, -86, -76, -76, -86, -82, -72, -72, -72, -91, -89, -70, -74, -74, -74, -88, -78, -78, -83, -92, -92, -92, -81, -71, -79, -79, -79, -79, -79, -79, -79, -79, -79, -85, -87, -88, -79, -79, -79, -79, -86, -75, -90, -89, -89, -89, -89, -78, -78, -78, -78, -89, -89, -89, -81, -72, -72, -88, -89, -89, -90, -84, -84, -71, -80.21848739495799, 8.95
E15, b2, 5, -70, -70, -70, -70, -73, -73, -68, -68, -67, -67, -74, -74, -72, -72, -67, -70, -69, -69, -70, -73, -73, -67, -69, -70, -70, -73, -68, -68, -68, -69, -70, -73, -72, -67, -67, -69, -69, -73, -72, -72, -67, -67, -69, -69, -72, -72, -72, -72, -67, -67, -70, -72, -72, -68, -68, -68, -68, -67, -67, -69, -69, -69, -67, -67, -67, -73, -73, -67, -67, -70, -70, -70, -72, -72, -67, -67, -68, -70, -70, -70, -73, -73, -73, -67, -72, -72, -72, -72, -68, -70, -70, -69, -72, -72, -72, -67, -67, -70, -70, -68, -68, -68, -70, -70, -70, -72, -68, -68, -68, -68, -67, -69, -70, -70, -73, -73, -72, -68, -68, -69.76470588235294, 4.0
Bed2, b2, 5, -76, -85, -85, -88, -88, -76, -77, -77, -77, -77, -77, -77, -81, -80, -81, -81, -76, -76, -76, -80, -80, -80, -80, -76, -77, -77, -77, -79, -74, -74, -74, -87, -88, -74, -74, -73, -73, -73, -74, -74, -74, -87, -84, -84, -74, -74, -74, -88, -87, -86, -74, -74, -74, -74, -74, -74, -74, -75, -75, -75, -75, -88, -86, -86, -76, -76, -75, -75, -78, -78, -78, -87, -84, -84, -84, -77, -82, -86, -86, -86, -79, -79, -79, -79, -79, -82, -82, -77, -83, -83, -83, -77, -77, -77, -77, -77, -80, -77, -77, -83, -85, -85, -85, -79, -77, -77, -77, -87, -87, -87, -87, -87, -88, -83, -83, -83, -86, -82, -81, -79.69747899159664, 3.65
A2, b2, 5, -68, -69, -66, -68, -67, -67, -69, -69, -68, -66, -67, -67, -67, -68, -66, -67, -66, -66, -68, -69, -69, -68, -68, -69, -69, -69, -67, -68, -67, -67, -67, -67, -67, -66, -66, -66, -66, -68, -66, -67, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -66, -68, -68, -68, -67, -67, -67, -67, -68, -68, -67, -67, -68, -68, -68, -68, -68, -68, -67, -67, -68, -67, -67, -68, -68, -68, -68, -66, -67, -67, -67, -67, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -69, -68, -67, -67, -67, -67, -68, -68, -68, -66, -67, -67, -68, -68, -67, -67, -67, -67, -67, -68, -68, -68, -68, -67, -67, -67.52100840336135, 1.09
C4, b2, 5, -71, -72, -71, -69, -69, -69, -69, -70, -70, -70, -72, -71, -69, -69, -69, -69, -69, -71, -71, -71, -70, -72, -72, -71, -71, -71, -70, -69, -72, -72, -74, -72, -72, -72, -71, -71, -71, -71, -71, -73, -73, -73, -71, -71, -70, -71, -71, -71, -73, -73, -70, -71, -70, -70, -72, -73, -73, -70, -70, -70, -72, -74, -73, -73, -70, -71, -71, -71, -73, -74, -71, -71, -71, -71, -73, -73, -73, -70, -70, -71, -72, -72, -73, -74, -74, -70, -70, -71, -75, -75, -75, -72, -73, -73, -73, -71, -71, -72, -71, -71, -71, -70, -71, -71, -71, -74, -74, -71, -71, -71, -71, -71, -71, -71, -71, -71, -71, -72, -71, -71.3781512605042, 1.01
Bed4, b2, 5, -74, -76, -70, -70, -70, -73, -73, -71, -71, -72, -73, -72, -68, -68, -68, -72, -72, -68, -75, -76, -76, -68, -72, -69, -69, -76, -76, -72, -73, -73, -68, -68, -68, -74, -73, -69, -79, -74, -74, -72, -68, -68, -73, -72, -72, -68, -68, -72, -73, -73, -67, -67, -67, -72, -72, -72, -68, -66, -66, -66, -66, -73, -73, -73, -73, -73, -72, -72, -72, -72, -72, -72, -67, -67, -73, -72, -72, -67, -67, -72, -72, -72, -72, -67, -67, -72, -72, -73, -73, -67, -72, -72, -72, -72, -72, -72, -67, -67, -67, -67, -73, -73, -73, -73, -73, -73, -68, -74, -74, -74, -68, -74, -73, -73, -70, -69, -69, -70, -76, -71.10924369747899, 3.53
