anchorID, TransmitterID, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, Avg, Distance
rpi12, rpi9, -42, -42, -43, -45, -42, -45, -44, -42, -44, -41, -42, -41, -40, -41, -44, -43, -44, -43, -43, -42, -43, -42, -42, -42, -42, -43, -42, -44, -43, -43, -42, -41, -43, -45, -43, -44, -43, -43, -44, -43, -44, -45, -43, -44, -41, -43, -44, -44, -44, -44, -44, -43, -45, -43, -43, -43, -43, -43, -42, -42, -42, -43, -43, -43, -43, -43, -44, -41, -43, -44, -43, -43, -43, -43, -44, -44, -45, -42, -42, -44, -44, -44, -44, -43, -44, -43, -42, -42, -42, -42, -44, -44, -43, -44, -42, -45, -43, -43, -45, -45, -45, -43, -43, -43, -43, -43, -44, -43, -42, -41, -41, -42, -45, -42, -42, -42, -40, -40, -40, -42.94957983193277, 2.634
rpi12, rpi8, -56, -56, -60, -60, -55, -55, -55, -55, -55, -55, -55, -57, -57, -57, -56, -56, -74, -58, -54, -52, -54, -52, -51, -57, -54, -54, -55, -53, -53, -53, -57, -57, -57, -55, -55, -55, -55, -55, -54, -54, -54, -54, -54, -54, -54, -54, -54, -54, -53, -53, -52, -52, -53, -53, -57, -57, -57, -51, -51, -51, -51, -51, -51, -51, -51, -51, -51, -53, -53, -54, -53, -53, -52, -52, -55, -54, -55, -54, -54, -54, -54, -54, -54, -54, -54, -54, -55, -54, -54, -53, -54, -54, -52, -52, -52, -52, -52, -55, -55, -55, -53, -56, -53, -53, -53, -53, -53, -53, -53, -53, -53, -53, -53, -53, -53, -55, -53, -53, -53, -54.10084033613445, 3.45
rpi9, rpi8, -55, -57, -56, -74, -77, -55, -72, -56, -55, -57, -76, -59, -56, -58, -71, -71, -71, -57, -56, -76, -76, -76, -76, -76, -76, -76, -76, -73, -73, -73, -57, -59, -59, -59, -59, -79, -73, -57, -55, -57, -57, -56, -56, -59, -59, -59, -59, -59, -59, -58, -72, -72, -56, -69, -55, -59, -69, -60, -59, -72, -57, -59, -72, -72, -72, -60, -60, -60, -58, -78, -55, -77, -59, -59, -74, -56, -59, -58, -55, -59, -58, -55, -58, -58, -55, -59, -59, -72, -72, -55, -56, -57, -59, -58, -78, -78, -56, -56, -55, -55, -57, -55, -55, -55, -72, -55, -55, -55, -55, -68, -56, -55, -56, -58, -58, -57, -55, -56, -58, -62.294117647058826, 2.254
rpi9, rpi12, -42, -44, -41, -39, -45, -42, -41, -40, -41, -42, -40, -39, -42, -41, -42, -42, -42, -43, -42, -39, -39, -39, -39, -39, -39, -40, -42, -41, -41, -41, -45, -41, -40, -40, -40, -39, -40, -44, -42, -40, -41, -40, -39, -43, -41, -41, -41, -41, -42, -39, -39, -39, -40, -39, -40, -42, -41, -42, -45, -42, -39, -40, -42, -40, -40, -40, -40, -42, -40, -43, -40, -44, -41, -39, -39, -41, -42, -41, -42, -42, -44, -39, -42, -42, -40, -42, -43, -42, -42, -42, -39, -40, -42, -42, -42, -42, -41, -40, -40, -41, -42, -39, -42, -41, -39, -41, -42, -40, -42, -39, -42, -42, -42, -41, -43, -41, -41, -42, -40, -41.02521008403362, 2.634
rpi8, rpi9, -71, -71, -57, -55, -55, -56, -55, -54, -81, -54, -54, -56, -56, -54, -54, -54, -56, -54, -55, -56, -74, -75, -54, -71, -54, -75, -55, -79, -59, -84, -54, -59, -55, -77, -53, -57, -57, -57, -76, -55, -53, -55, -71, -58, -58, -57, -56, -60, -55, -56, -82, -82, -79, -55, -55, -58, -55, -54, -54, -53, -53, -70, -58, -55, -58, -80, -54, -58, -76, -59, -53, -56, -55, -55, -56, -80, -82, -56, -56, -59, -58, -59, -59, -55, -74, -75, -83, -55, -55, -55, -58, -81, -55, -58, -78, -73, -77, -79, -89, -54, -55, -71, -72, -55, -57, -54, -55, -77, -55, -80, -54, -55, -78, -55, -55, -55, -55, -56, -54, -61.773109243697476, 2.254
rpi8, rpi4, -65, -65, -66, -62, -61, -60, -61, -62, -63, -62, -82, -86, -60, -64, -59, -81, -59, -64, -66, -59, -65, -62, -81, -61, -75, -63, -63, -62, -64, -62, -59, -91, -61, -63, -67, -64, -63, -61, -87, -60, -65, -62, -74, -60, -61, -64, -80, -66, -86, -62, -61, -62, -80, -81, -83, -85, -69, -75, -62, -65, -79, -77, -82, -76, -66, -60, -78, -59, -65, -65, -59, -61, -61, -61, -59, -59, -61, -59, -74, -64, -65, -66, -60, -61, -60, -61, -61, -73, -67, -59, -58, -59, -66, -60, -59, -60, -67, -60, -63, -64, -75, -75, -85, -65, -76, -62, -62, -61, -76, -65, -59, -60, -62, -76, -64, -75, -63, -59, -61, -66.3781512605042, 3.424
rpi16, rpi17, -65, -64, -59, -59, -60, -62, -63, -58, -64, -65, -59, -60, -58, -69, -67, -65, -61, -62, -62, -62, -61, -66, -60, -60, -60, -60, -61, -65, -61, -59, -59, -58, -59, -65, -59, -64, -64, -65, -71, -68, -65, -65, -61, -59, -60, -59, -60, -64, -61, -59, -58, -65, -64, -64, -61, -61, -59, -58, -60, -59, -65, -61, -61, -61, -62, -58, -61, -58, -59, -61, -62, -60, -58, -59, -58, -60, -59, -63, -59, -59, -59, -63, -64, -61, -64, -64, -67, -60, -64, -64, -60, -64, -60, -59, -59, -59, -63, -59, -58, -59, -62, -62, -58, -59, -59, -63, -57, -58, -59, -59, -59, -59, -60, -60, -61, -64, -59, -59, -60, -61.19327731092437, 1.855
rpi16, rpi13, -57, -49, -57, -55, -55, -55, -58, -55, -60, -58, -50, -48, -57, -58, -49, -56, -59, -50, -49, -60, -60, -49, -49, -59, -50, -56, -58, -58, -50, -49, -56, -55, -49, -57, -57, -49, -55, -50, -57, -55, -58, -59, -56, -52, -49, -49, -55, -56, -57, -60, -57, -58, -55, -55, -49, -59, -49, -55, -58, -49, -53, -48, -54, -48, -55, -48, -49, -55, -55, -56, -50, -55, -49, -48, -54, -54, -49, -48, -55, -50, -54, -49, -55, -49, -55, -49, -50, -56, -55, -55, -49, -50, -56, -55, -56, -59, -55, -59, -49, -49, -49, -51, -59, -51, -58, -58, -57, -49, -49, -54, -57, -49, -55, -57, -49, -49, -54, -49, -49, -53.51260504201681, 2.081
rpi17, rpi16, -65, -66, -66, -66, -66, -66, -58, -62, -69, -67, -67, -67, -67, -58, -61, -61, -61, -61, -61, -61, -61, -63, -63, -63, -63, -63, -63, -63, -63, -65, -59, -67, -58, -58, -58, -58, -59, -59, -59, -68, -68, -61, -60, -59, -64, -64, -64, -60, -60, -60, -60, -58, -65, -61, -61, -61, -61, -66, -66, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -60, -60, -61, -64, -64, -60, -60, -65, -61, -61, -61, -61, -61, -61, -61, -61, -61, -61, -60, -60, -60, -60, -60, -61, -61, -60, -60, -62, -61, -62, -62, -61, -59, -61, -61, -61, -60, -60, -63, -59, -62, -58, -62.773109243697476, 1.855
rpi17, rpi18, -65, -65, -66, -69, -60, -60, -64, -61, -61, -62, -65, -65, -67, -70, -72, -72, -72, -72, -69, -69, -67, -67, -73, -69, -69, -61, -63, -67, -67, -68, -63, -61, -68, -68, -67, -74, -74, -74, -82, -60, -60, -65, -65, -60, -60, -58, -59, -68, -60, -60, -73, -72, -72, -72, -72, -61, -71, -68, -62, -67, -69, -69, -61, -61, -68, -68, -72, -72, -72, -61, -68, -59, -65, -62, -62, -67, -67, -68, -61, -72, -68, -68, -66, -70, -62, -68, -66, -66, -68, -68, -68, -70, -61, -67, -67, -67, -67, -67, -62, -62, -61, -59, -59, -73, -73, -60, -60, -69, -69, -69, -69, -69, -70, -72, -79, -79, -79, -66, -66, -66.77310924369748, 2.404
